Well ID,S.No,STATE,DISTRICT,BLOCK,LOCATION,LATITUDE,LONGITUDE,Year,pH,EC,CO3,HCO3,Cl,SO4,NO3,PO4,TH,Ca,Mg,Na,K,F,SiO2,TDS,U(ppb)
W113126092431802,1,A&N Islands,South Andaman,PORT BLAIR,Kodiaghat,11.545,92.74583,2021,8,349,0,183,25,1,1,,175,34,22,10,0,1,,206,5
W113616092411001,2,A&N Islands,South Andaman,PORT BLAIR,Sippighat,11.6025,92.73,2021,8,660,0,262,82,5,1,,250,52,29,51,1,0,,381,6
W113640092443301,3,A&N Islands,South Andaman,PORT BLAIR,Brichganj,11.62083,92.73028,2021,7.50,270,0,116,35,1,0,,125,4,28,10,1,0,,151,BDL
W114421092422801,4,A&N Islands,South Andaman,FERRARGUNJ,Wimberleyganj,11.7325,92.70861,2021,7.60,311,0,159,39,2,0,,135,26,17,15,2,0,,198,0
W113955092391801,5,A&N Islands,South Andaman,FERRARGUNJ,Ograbraj,11.66361,92.65806,2021,8,2501,0,512,560,56,5,,465,56,79,336,18,1,,1424,BDL
W113137092432201,6,A&N Islands,South Andaman,PORT BLAIR,Burmanala,11.55778,92.72917,2021,8,264,0,153,35,1,1,,130,26,16,15,0,1,,188,3
W113227092433001,7,A&N Islands,South Andaman,PORT BLAIR,Calicut,11.6075,92.72556,2021,8,535,0,323,28,1,1,,245,38,36,19,0,0,,321,0
W114348092404801,8,A&N Islands,South Andaman,FERRARGUNJ,Saitankhari,11.71167,92.67111,2021,8,440,0,226,39,1,1,,190,36,24,22,2,1,,264,1
W123020092544201,9,A&N Islands,N&M Andaman,MAYABUNDER,Rangat,12.50611,92.90861,2021,8,592,0,317,35,1,0,,265,34,44,15,2,0,,325,2
W123014092513301,10,A&N Islands,N&M Andaman,MAYABUNDER,Bakultala,12.50417,92.85833,2021,8,456,0,226,21,5,2,,205,38,27,14,7,0.60,,251,0
W123129092581301,11,A&N Islands,N&M Andaman,MAYABUNDER,Nimbutala,12.49444,92.95417,2021,8,531,0,323,25,2,1,,245,36,38,14,1,1,,314,1
W123030092573801,12,A&N Islands,N&M Andaman,MAYABUNDER,Padmanavapuram,12.60667,92.94917,2021,7,506,0,275,32,0,0,,215,32,33,14,1,1,,280,BDL
W124940092512801,13,A&N Islands,N&M Andaman,MAYABUNDER,Rest Camp,12.83278,92.85917,2021,8,431,0,220,25,1,1,,195,20,35,18,1,0.40,,234,1
W113427092395101,14,A&N Islands,South Andaman,PORT BLAIR,Gupta Para,11.55972,92.65861,2021,7,147,0,49,25,0,0,,50,16,2,9,1,0,,84,1
W121001092455601,15,A&N Islands,N&M Andaman,RONGET,Baratang (Nilambur),12.16833,92.76694,2021,8,548,0,293,28,1,1,,200,26,33,35,1,0,,303,1
W121858092472001,16,A&N Islands,N&M Andaman,RONGET,Uttara,12.16139,92.79,2021,8,253,0,122,28,1,1,,110,22,13,11,2,0,,153,1
W122041092464401,17,A&N Islands,N&M Andaman,RONGET,Kadamtala,12.34917,92.77417,2021,7.90,626,0,342,28,1,1,,240,26,43,48,1,0,,356,0
W122009092455601,18,A&N Islands,N&M Andaman,RONGET,Porlobjig-15,12.49556,92.78111,2021,7.70,349,0,189,25,1,1,,150,22,23,16,3,0.70,,206,0
W122724092462501,19,A&N Islands,N&M Andaman,RONGET,Tikadera,12.52278,92.81389,2021,7,186,0,92,21,0,1,,80,22,6,9,2,0,,117,0
W125604092513601,20,A&N Islands,N&M Andaman,MAYABUNDER,Mohanpur,12.95417,92.83556,2021,8,579,0,238,60,6,8,,195,36,26,50,7,0,,338,BDL
W251045079470001,21,A&N Islands,N&M Andaman,KABRAI,Srinagar,13.13944,92.86806,2021,7,387,0,195,21,2,1,,115,32,9,44,3,0,,231,BDL
W131024092555501,22,A&N Islands,N&M Andaman,DIGLIPUR,Nabagram,13.15472,92.94833,2021,7,278,0,177,21,1,3,,145,14,27,9,1,0,,185,1
W131351092571902,23,A&N Islands,N&M Andaman,DIGLIPUR,Durgapur,13.27333,93.03194,2021,8,475,0,238,35,11,4,,190,38,23,32,2,0,,292,4
W131708093001101,24,A&N Islands,N&M Andaman,DIGLIPUR,Laxmipur,13.27583,92.96667,2021,7,360,0,134,21,38,2,,120,28,12,32,5,1,,221,1
W131427092592601,25,A&N Islands,N&M Andaman,DIGLIPUR,Subhasgram,13.25222,92.97417,2021,8,844,0,329,28,86,7,,355,56,52,42,2,0,,475,5.0
W124345092530501,26,A&N Islands,N&M Andaman,MAYABUNDER,Basantipur,12.7575,92.8725,2021,8,366,0,220,18,2,0,,175,36,21,14,2,1,,227,6
W113938092443601,27,A&N Islands,South Andaman,PORT BLAIR,Marina Park,11.67167,92.74667,2021,8,378,0,220,25,1,0,,195,42,22,11,2,0,,237,2
W114231092390001,28,A&N Islands,South Andaman,FERRARGUNJ,Annikat,11.70833,92.65,2021,7,412,0,195,35,3,2,,140,28,17,24,1,1,,230,3
W114016092415501,29,A&N Islands,South Andaman,FERRARGUNJ,Namunagar,11.69028,92.68028,2021,8,273,0,146,25,2,1,,120,28,12,12,1,1,,172,0
W122205092551201,30,A&N Islands,Long Island,RONGET,Long Island,12.36444,92.92333,2021,7,533,0,305,25,5,2,,255,74,17,7,1,1,,317,2
W122200092552201,31,A&N Islands,Long Island,RONGET,Long Island (forest Area),12.36639,92.92333,2021,7,878,0,494,32,2,0,,280,40,44,55,11,1,,497,1
W115913092571701,32,A&N Islands,Havelock,PORT BLAIR,Radhanagar,11.99167,92.95333,2021,8,878,0,458,53,8,1,,245,48,30,75,8,0,,504,0
W123652092555501,33,A&N Islands,N&M Andaman,MAYABUNDER,Swadeshnagar,12.65083,92.89111,2021,7.60,260,0,146,18,8,0,,135,18,22,9,1,0,,165,3
W114004092441501,34,A&N Islands,South Andaman,PORT BLAIR,Light House,11.66778,92.73778,2021,8,858,0,458,50,6,0,,110,16,17,154,4,0,,527,5
W291530078553001,35,A&N Islands,Neil Island,Gadarpur,Bharatpur,11.83,93.03806,2021,7,557,0,329,35,3,1,,245,44,33,21,1,0,,338,1
W291530078553001,36,A&N Islands,Neil Island,Gadarpur,Bharatpur,11.83611,93.04444,2021,7,746,0,409,43,11,1,,300,64,34,40,3,0,,446,0
W243310081461201,37,A&N Islands,Neil Island,MAUGANJ,Sitapur,11.82,93.05972,2021,8,1020,0,488,74,4,1,,330,54,47,50,13,1,,543,0
W114955093010201,38,A&N Islands,Neil Island,PORT BLAIR,Laxmanpur,11.83194,93.01694,2021,8,953,0,415,78,24,2,,295,44,45,60,5,0,,511,2
W113947092444601,39,A&N Islands,Ross Island,PORT BLAIR,Ross Island,11.675,92.76167,2021,8,466,0,183,53,19,0,,210,48,22,12,2,0,,290,1
W113646092400201,40,A&N Islands,South Andaman,PORT BLAIR,Dhannikhari,11.61556,92.66778,2021,8,348,0,183,21,2,0,,160,26,23,11,0,1,,225,1
W113839092392201,41,A&N Islands,South Andaman,FERRARGUNJ,Port Mout,11.64389,92.65611,2021,8,448,0,226,18,25,0,,190,38,23,17,1,0,,287,1
W114056092381101,42,A&N Islands,South Andaman,FERRARGUNJ,Tushnabad,11.68222,92.63639,2021,8,749,0,262,92,6,6,,180,48,15,87,8,1,,437,1
W105435075551501,43,A&N Islands,South Andaman,THIRUR MUNICIPALITY,Tirur,11.72417,92.61361,2021,7.20,157,0,61,21,0,0,,60,18,4,7,1,1,,104,1
W114302092391001,44,A&N Islands,South Andaman,FERRARGUNJ,Ferrarganj,11.71694,92.65278,2021,7.50,1016,0,397,96,18,5,,230,62,18,127,7,0,,585,1
W114320092393901,45,A&N Islands,South Andaman,FERRARGUNJ,Bindraban,11.72167,92.66722,2021,8,372,0,183,18,4,0,,135,20,21,16,1,0,,205,1
W114358092423201,46,A&N Islands,South Andaman,FERRARGUNJ,Knoppuram,11.7325,92.70889,2021,8,461,0,220,21,40,0,,175,42,17,29,2,1,,305,0
W114730092363001,47,A&N Islands,South Andaman,FERRARGUNJ,Mile Tilak,11.79472,92.65556,2021,8,391,0,153,21,46,1,,135,38,10,29,6,0,,266,2
W114011092403601,48,A&N Islands,South Andaman,FERRARGUNJ,Mithakhari,11.01778,92.67306,2021,7,223,0,73,35,0,0,,130,40,7,34,3,0,,125,1
W113444092403501,49,A&N Islands,South Andaman,PORT BLAIR,Nayasahar,11.57889,92.67639,2021,8,190,0,67,18,10,0,,70,18,6,12,0,0,,118,0
W110705076071501,50,A&N Islands,South Andaman,MANJERI MUNICIPALITY,Manjeri,11.5375,92.64722,2021,7,609,0,183,78,15,1,,140,26,18,68,4,0,,339,1
W113551092375801,51,A&N Islands,South Andaman,PORT BLAIR,Mamyo,11.5975,92.63278,2021,8,169,0,67,25,0,0,,60,16,5,13,0,1,,112,BDL
W113833092433601,52,A&N Islands,South Andaman,PORT BLAIR,Lamba Line,11.645,92.73083,2021,8,326,0,140,43,2,2,,110,36,5,29,4,0,,223,1
W114317092435901,53,A&N Islands,South Andaman,FERRARGUNJ,Mount Harriyat,11.72139,92.73306,2021,7,202,0,67,21,17,1,,100,22,11,3,1,0,,121,2
W122440092454401,54,A&N Islands,N&M Andaman,RONGET,Phooltala Basti,12.41167,92.76222,2021,8,499,0,256,43,1,1,,225,22,41,19,4,0,,300,1
W130955092525301,55,A&N Islands,N&M Andaman,DIGLIPUR,Kishorinagar (Parangara),13.165,92.88167,2021,7,157,0,61,18,5,1,,65,12,9,6,1,0,,95,1
W131850092563301,56,A&N Islands,N&M Andaman,DIGLIPUR,Milangram,13.31417,92.94111,2021,8,931,0,281,113,61,3,,345,30,66,55,7,1,,515,0
W131434093023901,57,A&N Islands,N&M Andaman,DIGLIPUR,Shibpur,13.24306,93.04417,2021,8,748,0,348,67,0,1,,260,74,18,63,2,1,,439,0
W131537093004901,58,A&N Islands,N&M Andaman,DIGLIPUR,Keralapuram,13.26,93.01333,2021,8,481,0,165,32,47,1,,125,24,16,44,2,0,,279,6
W125022092511201,59,A&N Islands,N&M Andaman,MAYABUNDER,Pahalgaon,12.83944,92.85333,2021,8,616,0,299,32,7,1,,250,22,47,25,2,1,,340,4
W124157092525401,60,A&N Islands,N&M Andaman,MAYABUNDER,Joypur,12.69944,92.88139,2021,8,516,0,262,14,3,0,,225,22,41,5,0,0,,267,1
W123720092522201,61,A&N Islands,N&M Andaman,MAYABUNDER,Betapur,12.62583,92.92111,2021,8,427,0,171,25,37,0,,175,16,33,13,1,0,,246,1
W120159092585201,62,A&N Islands,Havelock Island,PORT BLAIR,Havelock Island Jetty,12.04111,92.98083,2021,8,1076,0,299,138,91,5,,280,80,19,107,8,1,,645,0
W120017093001701,63,A&N Islands,Havelock Island,PORT BLAIR,Vijaynagar,12.00528,93.00694,2021,8,579,0,293,46,4,1,,235,62,19,32,7,0,,370,1.0
W222820086432601,64,A&N Islands,Havelock Island,CHAKULIA,Kalapathar,11.97472,93.00583,2021,7,895,0,439,71,0,1,,285,78,22,87,3,0,,530,0
W120001092583401,65,A&N Islands,Havelock Island,PORT BLAIR,Krishnanagar,12.00028,92.97583,2021,8,446,0,134,28,63,0,,195,60,11,3,3,0,,321,1
W114953093010801,66,A&N Islands,Neil Island,PORT BLAIR,Pearl Park Resort,11.84583,92.015,2021,8,673,0,293,74,21,1,,240,64,19,49,2,0,,436,0
W114909093023001,67,A&N Islands,Neil Island,PORT BLAIR,Ramnagar,13.31417,92.94111,2021,8,593,0,244,50,10,0,,240,54,26,23,3,1,,333,4
W175430082071501,68,Andhra Pradesh,Visakhapatnam,GUDEM KOTHAVEEDI,Dharakonda,17.9083,82.1208,2021,7,410,0,171,25,8,41,,180,38,21,13,2,0,,,
W175300083260001,69,Andhra Pradesh,Visakhapatnam,BHEEMUNIPATNAM,Bhimunipatnam-1,17.8833,83.4333,2021,7,760,0,189,82,20,97,,195,50,17,71,22,0,,,
W175300083260002,70,Andhra Pradesh,Visakhapatnam,BHEEMUNIPATNAM,Bhimunipatnam-2,17.8833,83.4333,2021,7,2650,0,695,298,160,186,,780,184,78,164,140,1,,,
W172255082461501,71,Andhra Pradesh,Visakhapatnam,NAKKALLI,Gurrajupeta,17.3819,82.7708,2021,7,2750,0,708,397,143,120,,780,200,68,274,26,1,,,
W173030082400002,72,Andhra Pradesh,Visakhapatnam,KOTAURATLA,Purshotta Puram,17.5083,82.6667,2021,8,1400,0,549,99,70,55,,310,64,36,175,11,2,,,
W174536082330201,73,Andhra Pradesh,Visakhapatnam,KOYYURU,Pata K.d.peta,17.6708,82.3625,2021,8,1150,0,476,71,45,53,,390,104,32,62,23,1,,,
W172730082510001,74,Andhra Pradesh,Visakhapatnam,S.RAYAVARAM,Rayavaram,17.4583,82.85,2021,8,2140,0,610,298,80,23,,580,56,107,219,8,1,,,
W175904083282801,75,Andhra Pradesh,Visakhapatnam,VISAKHAPATNAM(U),Lawson's Bay,17.7306,83.3433,2021,7,2740,0,952,269,135,24,,540,56,97,334,68,1,,,
W174929083162601,76,Andhra Pradesh,Visakhapatnam,VISAKHAPATNAM(U),Kancherapalem (Govt. Polytech,17.7342,83.28,2021,8,1140,0,451,78,70,24,,320,48,49,117,0,1,,,
W170640082154501,77,Andhra Pradesh,Visakhapatnam,VISAKHAPATNAM(U),Pithapuram,17.7153,83.3319,2021,7,690,0,214,71,35,18,,205,42,24,60,0,0,,,
W175407083145101,78,Andhra Pradesh,Visakhapatnam,VISAKHAPATNAM(U),Gopalpatnam PZ,17.7617,83.2203,2021,8,800,0,281,71,36,17,,250,46,33,64,2,1,,,
W180421083274601,79,Andhra Pradesh,Visakhapatnam,VISAKHAPATNAM(U),Anandapuram PZ,17.8919,83.3711,2021,7,350,0,165,14,13,5,,105,28,9,23,16,0,,,
W174914083182001,80,Andhra Pradesh,Visakhapatnam,VISAKHAPATNAM(U),Akkireddipalem PZ,17.7092,83.2072,2021,7,780,0,360,35,35,5,,205,36,28,85,1,1,,,
W175353082592001,81,Andhra Pradesh,Visakhapatnam,BUCHCHAYYAPETA,L.Singavaram,17.8139,82.8167,2021,7,950,0,464,35,29,3,,305,54,41,78,1,1,,,
W180441082255101,82,Andhra Pradesh,Visakhapatnam,PENDURTI,Bandavaripalem X road,17.7147,82.5906,2021,8,1630,0,366,142,281,30,,560,64,97,98,30,1,,,
W175014082404101,83,Andhra Pradesh,Visakhapatnam,GOLUGONDA,Naganna Dorapalem,17.7014,82.4792,2021,7,850,0,476,11,18,4,,275,56,33,69,5,1,,,
W270611093414001,84,Arunachal Pradesh,PAPUMPARE,Doimukh,Naharlagun I,27.1,93.69,2021,8,367.30,0.00,104,32,15,40,,155.00,16,27.90,14,6,0,,197.50,
W272730096063001,85,Arunachal Pradesh,Changlang,Miao circle,Namphai,27.446084,96.10863,2021,8,114.70,0.00,73,4,2,5,,75.00,6.00,15,1.30,0,0,,61.10,
W272500096024501,86,Arunachal Pradesh,Changlang,Miao circle,Namchik,27.414577,95.971986,2021,8,122.00,0.00,61,14.180,10,6,,70.00,12,9.70,3,1.60,0,,65,
W275818095452601,87,Arunachal Pradesh,Lower Dibang valley,Roing,Kangklong,27.97171,95.75741,2021,8,207.90,0.00,67,11,14.90,14,,45.00,16,1,14,9,0,,109.10,
W271200095313001,88,Arunachal Pradesh,Tirap,Khonsa circle,Deomali,27.196588,95.462758,2021,7,146.40,0.00,43,18,14,4,,65.00,8,11,7,3,0,,77.50,
W274000095523001,89,Arunachal Pradesh,Lohit,Namsai circle,Lathow,27.73948,95.909805,2021,7,47,0.00,55,11,3,0,,30.00,10,1,16,2,0,,25,
W270100095280001,90,Arunachal Pradesh,Tirap,Khonsa circle,Borduria,27.115189,95.413139,2021,7,44.20,0.00,24,18,3,1,,45.00,6.00,7,2,0,0,,23,
W270030095280001,91,Arunachal Pradesh,Tirap,Khonsa circle,Hukanjuri,27.125802,95.437686,2021,7,112.40,0.00,67,60,8,14,,155.00,6.00,34,7,4,0,,60,
W261210093062301,92,Assam,East Kaarbi-Anglong,Raha,Swarghati,26.2027778,93.10638889,2021,9,337.90,12.00,238,28.360,0.00,13,,185.00,48,16,19,13.90,0.70,,196.60,
W261113092440601,93,Assam,Nagaon,Kathiatoli,Kathiatoli,26.1880556,92.70277778,2021,9,505.40,9.00,232,77.990,45,13,,205.00,46,22,48.60,23,1,,297.20,
W261418091443401,94,Assam,Kamrup Metro,NorthGuwahati,Dirgheswari,26.2388889,91.73994444,2021,9,369.70,15.00,244.20,53,19,0.00,,205.00,34,29,37.80,8,1.80,,197.80,
W260101093225401,95,Assam,Karbi Anglong,Bokajan,Terangaon,26.0225,93.38177778,2021,8.70,246.00,6.00,195,14.180,8,0.00,,145.00,44,8,12,35.00,1,,142.50,
W261210093080001,96,Assam,East Kaarbi-Anglong,Howraghat,Langhing,26.2027778,93.13333333,2021,8.70,249.10,6.00,140,28.360,11,31,,120.00,32,10,28,3.90,1,,144.20,
W254600093103001,97,Assam,Nagaon,Lanka,Lumding,25.758808,93.17457,2021,9,540.20,21.00,275,39,26,18,,220.00,44,27,45,10,1,,311.40,
W261229093035601,98,Assam,East Kaarbi-Anglong,Samelangso,Dokmoka,26.2083333,93.06555556,2021,9,197.80,12.00,153,11,8,23,,110.00,36,5,25,5,1,,114.80,
W230530080300001,99,Assam,East Kaarbi-Anglong,Howraghat,Manikpur,26.2497222,93.14638889,2021,9,474.30,15.00,293,49.630,10,11,,140.00,26,18,65.70,38,1,,276.40,
W261453091412401,100,Assam,Kamrup,Bejera,Dhobartari,26.2481944,91.69025,2021,9,449.50,12.00,238,155.980,12,0.50,,175.00,52,10.90,79,48.60,1.10,,240.80,
W262406092483001,101,Assam,Nagaon,Samulguri,Pahukata,26.4019444,92.80916667,2021,9,728.10,21.00,446,89,22,0.00,,330.00,56,46,49,51,1,,423.50,
W261800092470001,102,Assam,Nagaon,Brahmpur,Bamuni Tinali,26.2952778,92.7925,2021,9,312.10,6.00,153,39,20,0.00,,105.00,30,7,22,33.80,1,,182.10,
W262500092370001,103,Assam,Nagaon,Nagaon,Telia bebejia,26.4411111,92.64,2021,9,286.60,12.00,177,25,12,0.00,,130.00,36,10,25,11,1,,165.00,
W260418092123701,104,Assam,Morigaon,Mayong,Silsang Namghar,26.1216667,92.3508333,2021,9,214.50,3.00,92,25,11,0.00,,120.00,28,12,2,8,1,,121.10,
W261015091350501,105,Assam,Kamrup,Hajo,Sualkuchi,26.1674444,91.57083333,2021,9,1143.00,18.00,543,145.350,4.80,2,,430.00,72,61,96,73,1,,607.00,
W261056093084901,106,Assam,East Kaarbi-Anglong,Howraghat,Phuloni,26.1708333,93.13666667,2021,9,500.20,12.00,324,53,30,5,,255.00,48,33,44,14.60,1,,297.50,
W263532092560401,107,Assam,Nagaon,Kaliabor,Silghat,26.6069444,92.92916667,2021,8,410.40,15.00,281,28.360,21,14,,225.00,52,23,29,11,1.00,,240.10,
W255639091070501,108,Assam,Goalpara,Rongjuli,Rajapara,25.9458333,91.11333333,2021,8,348.10,6.00,269,18,1,1,,105.00,26,9.70,52,52.30,2.30,,185.00,
W255739093291801,109,Assam,Karbi Anglong,Bokajan,Amlokhi,25.9538889,93.48861111,2021,8,1058.00,6.00,659,138,19,1,,255.00,32,42,177,43.80,1,,629.70,
W255447092574201,110,Assam,Nagaon,Lanka,Lanka,26.1880556,92.73611111,2021,8,111.20,9.00,208,113.440,5,0.00,,230.00,24,41,55,1,0,,64,
W262900092293002,111,Assam,Nagaon,Kathiatoli,Bichamari,26.4013889,92.46,2021,8,428.10,15.00,214,39,15,20,,200.00,54,16,28,3,1,,245.80,
W261521092134601,112,Assam,Morigaon,Bhurbandha,Garmari Gaon,26.2630556,92.22361111,2021,8,468.90,21.00,360,18,0.00,2,,270.00,92,10,9.20,28,1,,270.80,
W255424093393901,113,Assam,Karbi Anglong,Bokajan,Lahorijan,25.9069444,93.66138889,2021,8,670.80,9.00,232,110,13.00,36,,250.00,50,30,86,8,0.50,,393.60,
W255900092554401,114,Assam,Nagaon,Dhalpukhri,Jurapukhuri,25.9652778,92.94361111,2021,8,493.50,9.00,195,25,17,7,,150.00,44,10,27,7,1,,284.60,
W263400092514301,115,Assam,Nagaon,Kaliabor,Dalapani,26.5672222,92.86222222,2021,8,545.70,21.00,336,46,21,0.00,,270.00,66,25,27,21,1,,318.00,
W255817090570901,116,Assam,Goalpara,Rongjuli,Sarapara,25.9713889,90.9525,2021,8,273.10,9.00,226,28.360,3,0,,100.00,24,9.70,55,32,1.60,,147.00,
W262356092135501,117,Assam,Morigaon,Lahorighat,Barukati,26.4,92.2319444,2021,8,369.10,9.00,201,28.360,9,0.20,,190.00,18,35,10,3,1,,213.20,
W261723091424301,118,Assam,Kamrup,Bejera,Dora Kahara,26.2898889,91.71211111,2021,8,469.70,9.00,238,209,3,1,,240.00,38,35,72,47,1,,266.50,
W272830095220001,119,Assam,Tinsukia,Guijan,Tinsukia,27.484937,95.351924,2021,8,768.10,9.00,147,96,26,41,,230.00,32,36,50,19,0,,411.10,
W261136092144301,120,Assam,Morigaon,Morigaon,Kumoi,26.1936111,92.2452778,2021,8,413.70,6.00,140,39,11,0.00,,135.00,22,19,21,4,1.40,,240.50,
W261615091131401,121,Assam,Nalbari,Barkhetri,Daulasal,26.2709722,91.22075,2021,8,626.80,18.00,250.30,205.610,15,0,,270.00,78,18,80,39,1,,330.90,
W274510095082001,122,Assam,DHEMAJI,Murkongselek,Bijoypur,27.7803889,95.16677778,2021,8,438.20,9.00,220,39,23,17,,185.00,36,23,30,11,1,,233.10,
W261136092144301,123,Assam,Morigaon,Morigaon,Kumoi,26.1936111,92.24527778,2021,8,772.90,12.00,287,170.160,15,0.00,,265.00,72,20.60,112,6,1.10,,455.90,
W261529092184201,124,Assam,Morigaon,Morigaon,Basanaghat,26.2580556,92.3116667,2021,8,270.60,9.00,98,32,14,0.00,,120.00,28,12,6,7.50,1,,155.30,
W272935095153601,125,Assam,Tinsukia,Guijan,Panitola,27.49542,95.254476,2021,8,369.50,12.00,201,18,13,4,,150.00,26,21,20,17,0,,196.10,
W245247092530501,126,Assam,Cachar,Borkhola,Moinarbond,24.8533611,92.83588889,2021,8,338.50,9.00,183,117,6,1,,170.00,38,18,56,13,1,,178.70,
W261427092154901,127,Assam,Morigaon,Bhurbandha,Pamibaghara,26.240898,92.26362,2021,8,183.70,9.00,79,32,8.60,0.00,,95.00,22,9.70,11,3.90,1,,106.40,
W243503092010001,128,Assam,Cachar,Barjalenga,Dwarbond,24.5841667,92.01777778,2021,8,513.20,6.00,128.20,290.690,9,1.60,,250.00,40,36,79,40,0,,277.80,
W261101092175101,129,Assam,Morigaon,Bhurbandha,Baghara,26.2266667,92.27583333,2021,8,875.80,6.00,287,177.250,21,14,,230.00,58,20.60,114,37,1,,503.80,
W272624094123501,130,Assam,LAKHIMPUR,Boginadi,Pathalipam II,27.44,94.21,2021,8,27,12.00,43,11,0,0.00,,30.00,4.00,5,13,8,0,,15,
W244314092204701,131,Assam,Karimganj,South Karimganj,Kayasthagram,24.7206944,92.34611111,2021,8,378.80,12.00,220,127.620,15.20,1,,245.00,64,20.60,42,18,1,,200.00,
W243345092245001,132,Assam,Karimganj,Dullavcherra,Sarkaribari,24.56525,92.41,2021,8,336.10,15.00,220,106.350,2,0,,195.00,56,13,40,29,0,,173.50,
W262900092293001,133,Assam,Nagaon,Batadara,Dhing,26.461485,92.47859,2021,8,403.70,15.00,244.20,25,19,5,,190.00,28,29,32,9,0.90,,233.40,
W260708091584801,134,Assam,Kamrup,Dimaria,Samanta Pathar,26.1188889,91.98,2021,8,109.60,0.00,79,14.180,0,0.00,,45.00,16,1,18,4,1.00,,62,
W261427092154901,135,Assam,Morigaon,Bhurbandha,Pamibaghara,26.240898,92.26362,2021,8,120.00,0.00,61,18,5,0.00,,65.00,14,7,9,1.70,1,,69,
W273000094324001,136,Assam,DHEMAJI,Dhemaji,Dhemaji,27.5115833,94.58730556,2021,8,196.10,0.00,134,7.090,3,2,,100.00,38,1.20,5,2,0,,101.50,
W272630094170001,137,Assam,LAKHIMPUR,Boginadi,Pathalipam,27.4476944,94.23002778,2021,8,108.90,0.00,67,7.090,8,1,,65.00,18,5,2,2,0,,63,
W255600092423102,138,Assam,West Kaarbi-Anglong,Howraghat,Boithalangsu,25.9722222,92.58583333,2021,8,113.40,0.00,73,14.180,4,0,,55.00,8,8,11.30,1,1.10,,65.80,
W255143092460601,139,Assam,West Kaarbi-Anglong,Langsomepi,Kalonga,25.8616667,92.76777778,2021,8,163.40,0.00,37,25,4,2,,40.00,8,5,9,7,1,,94,
W260700092003001,140,Assam,Kamrup,Dimaria,Sonapur,26.1177778,91.96388889,2021,8,312.10,0.00,67,53,47.40,5,,105.00,12,18.20,21,24,0,,179.40,
W261136092575701,141,Assam,East Kaarbi-Anglong,Samelangso,Dengaon,26.2125,92.97194444,2021,8,117.60,0.00,67,18,0.00,5,,55.00,16,4,9,4,1,,68,
W255725093263301,142,Assam,Karbi Anglong,Bokajan,Manja,25.97,93.44080556,2021,8.20,217.30,0.00,61,53,8,0.00,,65.00,14,7,34,5,0,,126.30,
W260359089494501,143,Assam,Kokrajhar,Rupshi,Rupshi,26.1180556,89.92255556,2021,8.20,68,0.00,92,53,13,1,,120.00,42,4,14,4,0,,37,
W255049092535201,144,Assam,West Kaarbi-Anglong,Langsomepi,Kheronighat,25.8475,92.88416667,2021,8,156.10,0.00,61,28.360,4,1,,65.00,24,1.20,15,2,0,,89.70,
W270200093501001,145,Assam,LAKHIMPUR,Narayanpur,Bhogpur Charali,27.0465556,93.83275,2021,8,237.00,0.00,134,21.270,4,14,,110.00,26,11,12,2,0,,125.50,
W260500091400001,146,Assam,Kamrup,Rani,Rani,26.037,91.578,2021,8,281.70,0.00,177,28.360,15,1,,140.00,36,12,18,9,1,,152.60,
W260925093480001,147,Assam,Karbi Anglong,Bokajan,Balipathar,26.1505556,93.7925,2021,8,144.70,0.00,85,25,5.50,0.00,,90.00,22,8,8,4.70,0,,85,
W261618090273601,148,Assam,Dhubri,Chapar,Chapar,26.2768889,90.44686111,2021,8,305.20,0.00,153,89,21,0.50,,160.00,58,4,32,14,1,,160.10,
W262730091370001,149,Assam,Kamrup,Rangia,Rangia,26.4375894,91.6236425,2021,8,829.20,0.00,360,67,77,1,,230.00,46,28,57,76,1.10,,441.20,
W212350077274001,150,Assam,Biswanath,Behali,Behali,26.8323333,93.35775,2021,8,140.20,0.00,73,11,3,5,,60.00,12,7,10,7,0,,74,
W261600090353001,151,Assam,Bongaigaon,Baitamari,Chalantapara,26.2377778,90.57644444,2021,8,453.20,0.00,104,323,18,0.00,,315.00,56,42,76,35,0.40,,247.00,
W270721093512001,152,Assam,LAKHIMPUR,Karunabari,Harmoti,27.1228889,93.85394444,2021,8,263.40,0.00,134,18,12,2,,110.00,24,12,10,14,0,,139.30,
W260418092123701,153,Assam,Morigaon,Kapilli,Silsang Namghar,26.1216667,92.35083333,2021,8,174.70,0.00,92,18,15,0.00,,90.00,22,8,4,11,0,,100.00,
W272330095383001,154,Assam,Tinsukia,Margherita,Digboi,27.380266,95.615446,2021,8,182.50,0.00,122.10,11,4,0.00,,100.00,20,12,5,1,0,,101.40,
W243830092211501,155,Assam,Karimganj,Patharkandi,Dhaulia,24.6240556,92.36227778,2021,8,186.70,0.00,134,77.990,7,0,,150.00,26,21,24.10,8,0,,96,
W261130092510001,156,Assam,Nagaon,Kathiatoli,Doboka,26.1319444,92.88805556,2021,8.10,59,0.00,49,11,1,7,,30.00,8,2,12.70,4,1,,34,
W292850079285501,157,Assam,Golaghat,Golaghat south,Garampani,26.3925,93.88055556,2021,8,269.30,0.00,49,53,14,18,,100.00,26,8,22,6,0,,154.80,
W264450093150001,158,Assam,Biswanath,Biswanath,Bihupukhuri,26.7604722,93.26158333,2021,8,343.50,0.00,122.10,49.630,11,10,,170.00,20,29,4,5,0,,182.70,
