Well ID,S.No,STATE,DISTRICT,BLOCK,LOCATION,LATITUDE,LONGITUDE,Year,pH,EC,CO3,HCO3,Cl,SO4,NO3,PO4,TH,Ca,Mg,Na,K,F,SiO2,TDS,U(ppb)
W275403074574001,4871,RAJASTHAN,SIKAR,Fatehpur,BALARAN,27.9153,75.1353,2021,8,1310,0,390,177,54,82,0,170,40,17,240,2,0.30,,852,
W274730075080001,4872,RAJASTHAN,SIKAR,Lachhmangarh,Bau,27.7917,75.11,2021,8,670,0,244,78,2,36,0,100,28,7,110,3,0.20,,436,
W231510073124501,4873,RAJASTHAN,SIKAR,Fatehpur,Bibipur,27.8911,74.9128,2021,8,2500,0,1098,248,62,70,0,180,20,32,550,2,2.10,,1625,
W275444074535701,4874,RAJASTHAN,SIKAR,Fatehpur,Bikamsara,27.9297,74.8992,2021,8,3200,0,1464,284,154,42,0,170,24,27,750,2,3.00,,2080,
W273120074544001,4875,RAJASTHAN,SIKAR,Dhod,Binjyasi,27.5161,74.8981,2021,8,2900,0,378,603,252,150,0,280,52,36,580,4,0.50,,1885,
W275330075000001,4876,RAJASTHAN,SIKAR,Lachhmangarh,CHINCHAS,27.8681,75.0136,2021,8,1940,0,854,191,43,20,0,80,20,7,440,2,2.20,,1261,
W274715074583101,4877,RAJASTHAN,SIKAR,Lachhmangarh,Datunjala,27.7875,74.9753,2021,8,1450,60,378,191,50,34,0,70,8,12,320,2,2.10,,943,
W225825076040501,4878,RAJASTHAN,SIKAR,Fatehpur,Dewas,28.0597,74.9378,2021,8,4270,0,634,650,662,43,0,300,32,54,850,14,1.00,,2776,
W280529074514901,4879,RAJASTHAN,SIKAR,Fatehpur,Dhanadhan,28.0914,74.8636,2021,8,4100,72,512,652,720,29,0,460,32,92,820,4,2,,2665,
W273200075000001,4880,RAJASTHAN,SIKAR,Dhod,DHOD,27.5,74.9833,2021,8,2400,0,244,567,200,77,0,290,84,19,450,7,2.00,,1560,
W273300075280001,4881,RAJASTHAN,SIKAR,Khandella,Dhudhwalo Ka Bas,27.5381,75.4553,2021,8,3000,0,268,759,210,76,0,390,88,41,540,7,0.60,,1950,
W274340074502301,4882,RAJASTHAN,SIKAR,Lachhmangarh,Garoda,27.7128,74.8211,2021,8,2800,0,671,305,187,520,0,310,36,54,590,3,0.80,,1820,
W273945074532701,4883,RAJASTHAN,SIKAR,Lachhmangarh,GHANA,27.6625,74.8908,2021,8,1750,72,390,199,140,205,0,160,24,24,405,2,2.50,,1138,
W273445075110001,4884,RAJASTHAN,SIKAR,Piprali,GOKALPURA,27.5792,75.1833,2021,8,2600,0,232,674,86,92,0,560,116,66,340,,0,,1690,
W273300075160001,4885,RAJASTHAN,SIKAR,Piprali,Goriya,27.55,75.2539,2021,8,620,0,281,57,11,28,0,220,48,24,58,0,0.30,,403,
W275318074571101,4886,RAJASTHAN,SIKAR,Fatehpur,Harsawa Bara,27.915,74.9964,2021,9,1850,84,451,113,260,75,0,160,16,29,390,2,2,,1203,
W274742074522501,4887,RAJASTHAN,SIKAR,Lachhmangarh,JAJOD,27.795,74.8736,2021,8,2130,0,830,312,99,52,0,160,20,27,510,2,2,,1385,
W272315075030001,4888,RAJASTHAN,SIKAR,Danta Ramgarh,KARANPURA,27.3875,75.05,2021,8,650,0,134,64,128,19,0.00,90,12,15,120,2,0,,423,
W272200075240001,4889,RAJASTHAN,SIKAR,Danta Ramgarh,Khatu Shyamji,27.3667,75.4,2021,8,1880,0,305,340,250,35,0.00,310,44,49,325,2,0.60,,1222,
W273700075060002,4890,RAJASTHAN,SIKAR,Piprali,Nani,27.6167,75.1,2021,8,1080,0,268,170,74,75,0.00,110,24,12,225,1,1,,702,
W273700074461201,4891,RAJASTHAN,SIKAR,Lachhmangarh,NECHWA,27.6167,74.77,2021,8,3450,0,878,539,324,75,0.00,290,20,58,730,3,0,,2243,
W210440072593001,4892,RAJASTHAN,SIKAR,Piprali,PALSANA,27.4953,75.3547,2021,8,815,0,390,50,93,32,0.00,180,32,24,153,2,1,,530,
W280424074492301,4893,RAJASTHAN,SIKAR,Fatehpur,Ramsisar,28.0733,74.8231,2021,8,7000,0,500,1503,1473,72,0.00,1120,88,219,1380,5,1.10,,4550,
W280804074573501,4894,RAJASTHAN,SIKAR,Fatehpur,ROOKANSAR,28.14,74.9597,2021,8,3650,96,561,362,472,450,1,250,24,46,800,3,1,,2373,
W275021074533202,4895,RAJASTHAN,SIKAR,Fatehpur,Roru Badi_I,27.8392,74.8922,2021,8,3280,0,1269,418,398,32,0.00,250,16,51,840,2,2.80,,2132,
W273900075080001,4896,RAJASTHAN,SIKAR,Dhod,Sabalpura,27.6433,75.1053,2021,8,820,0,244,113,117,18,0.00,40,12,2,210,1,0,,533,
W275152074514101,4897,RAJASTHAN,SIKAR,Fatehpur,Sekhiwas,27.8644,74.8614,2021,8,4080,0,1061,383,748,260,0.00,400,24,83,920,4,1.70,,2652,
W272400075490001,4898,RAJASTHAN,SIKAR,Sri Madhopur,Ajitgarh,27.4175,75.8167,2021,8,1240,0,268,197,25,75,0,440,90,52,65,6,1,,806,
W274454075525401,4899,RAJASTHAN,SIKAR,Neem Ka Thana,Barala,27.7483,75.8817,2021,8,1900,0,488,305,111,42,0,330,72,36,220,136,0,,1235,
W272500075310001,4900,RAJASTHAN,SIKAR,Sri Madhopur,Nathusar,27.4306,75.7103,2021,8,1025,24,366,76,70,22,0,120,22,16,195,5,1,,666,
W193744079120001,4901,RAJASTHAN,SIKAR,Neem Ka Thana,PATAN,27.8,75.9833,2021,8,2180,0,720,312,10,148,0,430,140,19,255,140,0.40,,1417,
W243930072561001,4902,RAJASTHAN,Sirohi,Pindwara,Sarupganj,24.6583,72.9361,2021,8,5670,0,274,1372,840,97,0,1071,156,166,941,3,1,,3686,
W245720072533001,4903,RAJASTHAN,Sirohi,Shivganj,Ambeshwarji,24.9556,72.8917,2021,8,2170,0,451,357,170,30,0,385,74,49,322,1,2.20,,1411,
W245300072520001,4904,RAJASTHAN,Sirohi,Sirohi,Sirohi,24.8833,72.8667,2021,8,1150,36,293,102,105,31,0,255,54,29,152,2,1,,748,
W244030072403001,4905,RAJASTHAN,Sirohi,Reodar,Gulabganj,24.675,72.675,2021,8,2050,0,427,275,202,125,0,150,27,20,327,150.00,1,,1333,
W245943072430001,4906,RAJASTHAN,Sirohi,Sirohi,Barlot,24.9953,72.7167,2021,7,1450,0,317,209,152,21,0,315,82,27,191,1,0,,943,
W245530072411501,4907,RAJASTHAN,Sirohi,Sirohi,Kalandri,24.925,72.6875,2021,8,4810,0,780,749,490,225,0,640,111,88,800,22.00,4,,3127,
W250800072580001,4908,RAJASTHAN,Sirohi,Shivganj,Posaliya,25.0847,72.9667,2021,8,580,0,85,45,135,22,0,135,26,17,72,1.00,1,,377,
W242900072410001,4909,RAJASTHAN,Sirohi,Abu Road,Mungthalla,24.4833,72.6833,2021,8,1150,36,329,125,35,39,1,305,71,31,120,15,1.10,,748,
W261418075111501,4910,RAJASTHAN,TONK,Malpura,DEWAL1,26.2383,75.1875,2021,8,4190,0,622,957,120,160,0,580,160,44,702,12,3,,2724,
W255150075165001,4911,RAJASTHAN,TONK,Deoli,RAMTHALA,25.8639,75.2806,2021,8,2450,0,537,432,205,12,0,270,80,17,465,3,3.50,,1593,
W255800076050001,4912,RAJASTHAN,TONK,Uniara,ALIGARH,25.9667,76.0783,2021,8,3260,0,573,404,734,6.0,0,410,84,49,640,8,1,,2119,
W260330075483001,4913,RAJASTHAN,TONK,Tonk,ARNIYALMAL,26.0583,75.8083,2021,7.80,610,0,293,43,28,9.0,0,260,72,19,35,2.30,0.40,,397,
W255300075340001,4914,RAJASTHAN,TONK,Deoli,BANTHOLI,25.8833,75.5667,2021,8,2060,12,305,432,185,27.0,0.30,430,44,78,300,1.00,1,,1339,
W255830075575801,4915,RAJASTHAN,TONK,Uniara,DIKOLIYA,25.975,75.9661,2021,7,500,0,73,71,106,2.80,0,160,32,19,50,5.00,1,,325,
W232430073273001,4916,RAJASTHAN,TONK,Todaraisingh,HAMIRPUR,26.1833,75.575,2021,8,7530,0,1915,1134,678,9.40,0,380,48,63,1620,7.80,9.80,,4895,
W262330075291501,4917,RAJASTHAN,TONK,Malpura,JAISINGHPUR,26.4086,75.4975,2021,8,1750,0,769,106,205,18.0,0,130,20,19,408,3.30,4.60,,1138,
W255955075410001,4918,RAJASTHAN,TONK,Tonk,MAHUVA,25.9986,75.6833,2021,7,1500,0,427,220,120,15,0,360,88,34,196,10.60,0.70,,975,
W255345075500001,4919,RAJASTHAN,TONK,Deoli,Nagar1,25.8958,75.8333,2021,8,1860,0,671,156,296,4.0,0.20,150,24,22,430,3,2,,1209,
W254545085051501,4920,RAJASTHAN,TONK,Uniara,NAYAGAON,26.0408,75.8889,2021,8,1240,0,500,113,134,3.0,0,260,52,32,210,3.40,3.00,,806,
W262200075560001,4921,RAJASTHAN,TONK,Newai,NIWAI1,26.3667,75.9333,2021,8,790,0,329,57,32,48,0,370,80,41,24,1,0,,514,
W261430075510001,4922,RAJASTHAN,TONK,Tonk,SOHELA,26.2417,75.85,2021,7,12500,0,549,2411,1648,1750,0,3700,520,584,1500,18,1.40,,8125,
W260050075292001,4923,RAJASTHAN,TONK,Todaraisingh,TODARAISINGH1,26.0225,75.4889,2021,8,1800,0,500,184,147,140,0.20,350,68,44,225,79.0,1,,1170,
W261700075230001,4924,RAJASTHAN,TONK,Malpura,MALPURA1,26.2833,75.3833,2021,8,3020,0,817,432,253,120,0,320,40,54,610,3.60,3.40,,1963,
W243700074010001,4925,RAJASTHAN,UDAIPUR,Bhindar,BHATEWAR,24.6167,74.0128,2021,8,1390,0,451,184,70,43,0,360,80,39,152,39,0,,904,
W243430074100002,4926,RAJASTHAN,UDAIPUR,Bhindar,Bhinder_Pz,24.5075,74.1667,2021,8,1310,0,415,156,120,75,0,390,84,44,156,18,1,,852,
W244200073450002,4927,RAJASTHAN,UDAIPUR,Badgaon,CHIRWA,24.7,73.75,2021,8,1710,0,586,220,25,43,0,510,144,36,103,95,0,,1112,
W244500073500001,4928,RAJASTHAN,UDAIPUR,Mavli,GADOLI,24.75,73.9783,2021,7,2430,0,378,454,225,44,0,920,196,105,129,18,0,,1580,
W243300073550001,4929,RAJASTHAN,UDAIPUR,Bhindar,HARIYAB,24.5467,73.9225,2021,8,855,0,427,57,5,7,0,340,104,19,38,17,0,,556,
W244800073280001,4930,RAJASTHAN,UDAIPUR,Gogunda,JASWANTGARH,24.8,73.4683,2021,8,1090,0,500,106,15,2,0,370,72,46,96,2,1,,709,
W243440073463501,4931,RAJASTHAN,UDAIPUR,Girwa,KANPUR,24.57,73.7764,2021,8,1990,0,476,369,135,40,0,640,148,66,189,28,1,,1294,
W245000073320001,4932,RAJASTHAN,UDAIPUR,Badgaon,KATHAR1,24.89,73.57,2021,8,1140,0,512,78,75,2,0.10,400,76,51,94,6,1,,741,
W243320074120301,4933,RAJASTHAN,UDAIPUR,Bhindar,KHERODA,24.5797,74.0592,2021,8,3740,0,647,950,45,96,0,1150,156,185,387,7,1,,2431,
W242654073593001,4934,RAJASTHAN,UDAIPUR,Girwa,KURABAR,24.4483,73.9917,2021,8,2120,0,525,298,84,150,0,580,156,46,208,26,0.80,,1378,
W244700073590001,4935,RAJASTHAN,UDAIPUR,Mavli,MAVLI1,24.7833,73.9833,2021,8,3120,0,610,681,65,39,0,580,76,95,445,13,0,,2028,
W243738073233301,4936,RAJASTHAN,UDAIPUR,Kotra,PADAWALI,24.6125,73.3925,2021,8,920,0,360,113,10,1,0,280,68,27,86,5,1,,598,
W245130073254501,4937,RAJASTHAN,UDAIPUR,Gogunda,PUNAWALI,24.8781,73.4292,2021,8,552,0,244,50,20,0,0,225,54,22,27,9,1,,359,
W243730073410001,4938,RAJASTHAN,UDAIPUR,Badgaon,Ramgiri(badagaon),24.625,73.6833,2021,8,795,0,305,78,47,0,0,300,80,24,52,1,1,,517,
W243308073425001,4939,RAJASTHAN,UDAIPUR,Girwa,SAVINA,24.5058,73.7139,2021,8,1680,0,520,284,5,11,0,410,80,51,188,19,1,,1092,
W244700073280001,4940,RAJASTHAN,UDAIPUR,Badgaon,SRIMALI KI KARIA,24.7764,73.6331,2021,8,795,0,260,121,10,3,0,280,92,12,52,4,0,,517,
W164652073591001,4941,RAJASTHAN,UDAIPUR,Girwa,UNDRI,24.4958,73.6125,2021,8,780,0,281,92,5,30,0,270,84,15,55,0,0,,507,
W241330073211501,4942,RAJASTHAN,UDAIPUR,PHALASIYA,AMALIA,24.2289,73.3542,2021,8,935,0,235,161,50,15,0,360,95,30,60,2,1,,608,
W241019073590701,4943,RAJASTHAN,UDAIPUR,SALUMBAR,BASSI,24.1719,73.9853,2021,8,1360,0,368,169,125,20,0,290,50,40,168,28,1,,884,
W240900073210001,4944,RAJASTHAN,UDAIPUR,PHALASIYA,Garanwas,24.15,73.35,2021,8,940,0,344,79,56,2,0,230,54,23,106,1,1.20,,611,
W241800073220001,4945,RAJASTHAN,UDAIPUR,PHALASIYA,Ghori Mari,24.3058,73.3878,2021,8,1850,0,357,334,110,42,0,540,114,62,165,15,1,,1203,
W242013074005801,4946,RAJASTHAN,UDAIPUR,SALUMBAR,GUREL,24.3369,74.0186,2021,8,980,0,186,136,156,26,0,230,50,26,136,2,0,,637,
W240100073580001,4947,RAJASTHAN,UDAIPUR,SALUMBAR,INTALIKHARA,24.0058,73.9589,2021,8,1240,0,454,136,42,21,0,320,58,43,140,8,3,,806,
W240005073453001,4948,RAJASTHAN,UDAIPUR,RISHABHDEV,KALAYANPURA,24.0014,73.7583,2021,8,1880,0,405,221,205,102,0,350,42,60,215,96,0,,1222,
W242600074160001,4949,RAJASTHAN,UDAIPUR,BHINDAR,KANOD,24.4333,74.2667,2021,8,2310,0,564,221,190,220,0,580,62,103,260,6.0,0,,1502,
W235900073320001,4950,RAJASTHAN,UDAIPUR,KHERWARA,KHERWARA,23.9833,73.6011,2021,8,1610,0,466,185,95,35,0,380,58,57,180,4,1.20,,1047,
W240419074040501,4951,RAJASTHAN,UDAIPUR,JHALARA,KHOLRI,24.0719,74.0631,2021,8,1360,0,344,185,115,10,0,330,50,50,155,7,1.30,,884,
W242120073210001,4952,RAJASTHAN,UDAIPUR,PHALASIYA,LUNIYARA,24.3556,73.3856,2021,8,2830,12,576,575,85,32,0,580,46,113,380,13,1,,1840,
W202230080440001,4953,RAJASTHAN,UDAIPUR,PHALASIYA,MANPUR,24.2497,73.3158,2021,8,980,0,381,43,75,29,0,230,46,28,102,20,0.20,,637,
W240400073260001,4954,RAJASTHAN,UDAIPUR,KHERWARA,Neecha Talab,24.0753,73.4333,2021,8,1240,0,283,192,71,40,0,260,42,38,160,3,0.20,,806,
W241620073410001,4955,RAJASTHAN,UDAIPUR,GIRWA,PADUNA,24.2722,73.6833,2021,8,950,0,259,79,42,125,0,280,38,45,91,6,0,,618,
W241136073420001,4956,RAJASTHAN,UDAIPUR,SARADA,PARSHAD,24.1933,73.7,2021,8,1610,0,527,185,54,25,0,320,62,40,208,2,1,,1047,
W240730074024801,4957,RAJASTHAN,UDAIPUR,SALUMBAR,SALUMBER1,24.1283,74.0467,2021,8,1650,12,601,128,60,85,0,410,62,62,148,77,1,,1073,
W240900073500001,4958,RAJASTHAN,UDAIPUR,SARADA,SARADA,24.15,73.8333,2021,8,1140,0,430,86,39,55,0,410,102,38,70,4,2,,741,
W241015073203501,4959,RAJASTHAN,UDAIPUR,PHALASIYA,SOM1,24.1708,73.3431,2021,8,770,0,172,86,66,42,0,210,46,23,71,4,0.20,,501,
W125850074500001,4960,TAMIL NADU,Chennai,CHENNAI,Adyar,13.0192,80.2679,2021,8,973,0.00,244,135,134,5,,370,44,63,59,18,1,,,1
W130130080153001,4961,TAMIL NADU,Chennai,CHENNAI,Alwarpet,13.0395,80.2584,2021,7,629,0.00,165,110,16,2,,170,50,11,58,5,1,,,2
W130005080161201,4962,TAMIL NADU,Chennai,CHENNAI,Besant Nagar,13.0007,80.2669,2021,7.50,660,0.00,183,114,45,3,,240,60,22,38,17,0.30,,,1
W130120080133002,4963,TAMIL NADU,Chennai,CHENNAI,Guindy(CLRI),13.007,80.2409,2021,7,608,0.00,171,103,27,4,,175,46,15,57,5,1,,,2
W130230080123001,4964,TAMIL NADU,Chennai,CHENNAI,K.K.Nagar,13.043,80.2056,2021,8,856,0.00,207,121,135,6,,310,52,44,59,12,1,,,1
W095515077530001,4965,TAMIL NADU,Chennai,CHENNAI,Tirumangalam,13.0891,80.1977,2021,7,636,0.00,165,121,22,4,,155,30,19,70,5,1,,,3
W130700080163001,4966,TAMIL NADU,Chennai,CHENNAI,Tondiarpet,13.1294,80.2914,2021,7.60,2130,0.00,445,447,49,20,,350,72,41,265,76,0,,,0
W130500080161501,4967,TAMIL NADU,Chennai,CHENNAI,Vepery,13.087,80.2681,2021,7.90,3460,0.00,689,639,263,1,,440,64,68,588,26,1,,,3.40
W113345079353001,4968,TAMIL NADU,Cuddalore,KURINJIPADI,Kurinjipadi,11.5625,79.5917,2021,8,1049,0.00,268,128,85,23,,330,82,30,79,4,1,,,6
W084400077440001,4969,TAMIL NADU,Cuddalore,KEERAPALAYAM,Palayamkottai,11.3619,79.4669,2021,7.10,1069,0.00,268,135,75,20,,340,92,27,65,27,1,,,3
W113155079354801,4970,TAMIL NADU,Cuddalore,KURINJIPADI,Reddipalayam pz,11.5394,79.5914,2021,8,1099,0.00,183,142,152,0,,360,92,32,86,4,1,,,2
W112800079380001,4971,TAMIL NADU,Cuddalore,MELBHUVANAGIRI,Sethiathope,11.4667,79.55,2021,8,989,0.00,299,92,89,6,,220,32,34,109,1,0,,,1
W111820079353801,4972,TAMIL NADU,Cuddalore,KUMARATCHI,Veeranatham,11.3058,79.5939,2021,8,2750,0.00,561,484,153,9,,550,48,105,304,3,0.80,,,8
W115625078240601,4973,TAMIL NADU,Dharmapuri,PAPPIREDDIPATTI,A.Pallipatti,11.9403,78.4017,2021,7.80,3150,0.00,451,503,335,66,,780,184,78,231,62,0.40,,,7
W085548076590701,4974,TAMIL NADU,Dharmapuri,DHARMAPURI,Bharathipuram,12.1172,78.1531,2021,7.80,1652,0.00,433,191,151,59,,620,92,95,62,2,1,,,4
W120000078150001,4975,TAMIL NADU,Dharmapuri,NALLAMPALLI,Bommidimalapurm,12.1353,78.06,2021,7.00,1366,0.00,415,170,74,46,,570,112,70,29,3,1,,,1
W120725077483001,4976,TAMIL NADU,Dharmapuri,PENNAGARAM,Hogenakkal,12.1192,77.7811,2021,7.90,1300,0.00,476,128,116,3,,300,36,51,180,1,1,,,1
W121545078180001,4977,TAMIL NADU,Dharmapuri,MORAPPUR,Irumattur,12.2625,78.3003,2021,7.70,2600,0.00,378,503,181,11,,660,156,66,218,1,0.80,,,3
W115840078394501,4978,TAMIL NADU,Dharmapuri,PERANAMBUT,Kottapatti,12.9867,78.6714,2021,7.60,1719,0.00,415,213,237,48,,710,40,148,65,2,1,,,21.50
W120725078235201,4979,TAMIL NADU,Dharmapuri,MORAPPUR,Morappur,12.1156,78.4025,2021,7.40,1721,0.00,378,291,26,62,,500,68,80,156,1,1,,,1
W120551078374401,4980,TAMIL NADU,Dharmapuri,NALLAMPALLI,Mullaivanam,12.0975,78.1289,2021,7.40,354,0.00,67,50,41,3,,130,28,15,14,1,0,,,0
W120800077590001,4981,TAMIL NADU,Dharmapuri,PENNAGARAM,Nagadasampatti,12.1358,77.9906,2021,7.20,2950,0.00,317,468,248,55,,960,164,134,131,1,1,,,8
W120830078173001,4982,TAMIL NADU,Dharmapuri,MORAPPUR,Odasalapatti,12.1425,78.2917,2021,7.50,2420,0.00,464,362,186,81,,780,92,134,139,1,1,,,4
W120830078173001,4983,TAMIL NADU,Dharmapuri,MORAPPUR,Odasalapatti,12.1425,78.2917,2021,7.50,2420,0.00,464,362,186,81,,780,92,134,139,1,1,,,4
W113132078030001,4984,TAMIL NADU,Dharmapuri,PENNAGARAM,Papparapatti,12.2147,78.0564,2021,7.50,1472,0.00,549,170,98,6,,490,36,97,131,1,1,,,2
W120147077483601,4985,TAMIL NADU,Dharmapuri,PENNAGARAM,Pattakarankottai (Jarimankurich,12.0275,77.8103,2021,7.80,1746,0.00,476,145,168,45,,660,140,75,97,0,1,,,5
W120309078165001,4986,TAMIL NADU,Dharmapuri,MORAPPUR,Sillarahalli,12.0519,78.2792,2021,7.90,2330,0.00,512,305,189,62,,770,72,143,161,2,1,,,5
W120605078352101,4987,TAMIL NADU,Dharmapuri,HARUR,Theerthamalai,12.1036,78.5889,2021,7.70,3590,0.00,598,475,240,49,,1120,268,109,176,2,1,,,13.60
W102845078110001,4988,TAMIL NADU,Dindugal,VADAMADURAI,Ayyalur,10.4822,78.1672,2021,8,1137,0.00,348,145,72,18,,375,40,67,94,4,0,,,5.20
W102800077393001,4989,TAMIL NADU,Dindugal,ODDANCHATRAM,Chattrapatti,10.4667,77.6583,2021,8.00,2720,0.00,134,744,72,195,,950,232,90,198,5,0,,,1
W102200077581501,4990,TAMIL NADU,Dindugal,DINDIGUL,Dindigul2,10.3667,77.9708,2021,7.90,1890,0.00,567,195,144,70,,480,74,72,212,11,1,,,2
W101530077553001,4991,TAMIL NADU,Dindugal,ATHOOR,Gandhigram,10.2583,77.925,2021,7.70,1250,0.00,317,174,74,57,,325,88,26,133,8,0.60,,,4
W104050078065601,4992,TAMIL NADU,Dindugal,GUZILIAMPARAI,Guzilamparai,10.6806,78.1156,2021,8,1745,0.00,397,230,130,101,,395,114,27,214,9,0,,,5
W102105077594001,4993,TAMIL NADU,Dindugal,DINDIGUL,Hanumanthanagar,10.3514,77.9944,2021,7.50,360,0.00,134,28,43,2,,100,28,7,40,6,0,,,1
W104530078020001,4994,TAMIL NADU,Dindugal,GUZILIAMPARAI,Idayapatti,10.7583,78.0333,2021,7.60,1280,0.00,323,170,110,20,,310,62,38,143,16,1,,,6
W104017077593101,4995,TAMIL NADU,Dindugal,GUZILIAMPARAI,Kakkinapatti,10.6714,77.9922,2021,8,1363,0.00,378,209,48,24,,495,126,44,83,8,0,,,2
W102830077340001,4996,TAMIL NADU,Dindugal,PALANI,Kanakkanpatti,10.475,77.5667,2021,8,4030,0.00,751,638,326,218,,1000,144,156,465,22,1,,,2
W101405077290001,4997,TAMIL NADU,Dindugal,KODAIKANAL,Kodaikanal,10.2347,77.4833,2021,7,146,0.00,37,25,10,1,,40,10,4,14,0,0,,,0
W104337078082101,4998,TAMIL NADU,Dindugal,GUZILIAMPARAI,Muthampattipalayam,10.7272,78.1392,2021,8,3230,0.00,561,603,202,175,,815,186,85,380,22,1,,,5
W102232077590701,4999,TAMIL NADU,Dindugal,KODAIKANAL,Nandavanampatti,10.2256,77.5929,2021,8,2440,0.00,616,397,158,9,,510,120,51,322,24,1,,,2.30
W102915077451501,5000,TAMIL NADU,Dindugal,ODDANCHATRAM,Oodanchatram,10.4875,77.7542,2021,7,2530,0.00,592,468,43,99,,750,144,95,235,5,0,,,2
W102915077451501,5001,TAMIL NADU,Dindugal,ODDANCHATRAM,Oodanchatram,10.488,77.7577,2021,7,2650,0.00,488,425,192,192,,1080,128,185,120,5,0,,,0.20
W102756077482001,5002,TAMIL NADU,Dindugal,REDDIARCHATRAM,Palakanthu,10.4658,77.8056,2021,7.60,1667,0.00,482,181,53,122,,555,112,67,115,6,1,,,1
W102600077304501,5003,TAMIL NADU,Dindugal,PALANI,Palani2,10.4333,77.5125,2021,8,307,0.00,85,39,24,5,,95,30,5,25,6,0,,,0
W101605077323001,5004,TAMIL NADU,Dindugal,KODAIKANAL,Perumal Malai,10.2681,77.5417,2021,7.80,55,0.00,18,7,5,1,,20,6,1,5,1,0,,,0
W102742077422101,5005,TAMIL NADU,Dindugal,ODDANCHATRAM,Pudu Ettama Nayakar Patti,10.4619,77.7061,2021,7.00,1789,0.00,470,177,58,189,,620,88,97,103,5,1,,,0
W102500077514001,5006,TAMIL NADU,Dindugal,REDDIARCHATRAM,Reddiarchattram,10.4167,77.8611,2021,7.70,1342,0.00,464,131,47,70,,380,68,51,129,6,0,,,2
W102500077514001,5007,TAMIL NADU,Dindugal,REDDIARCHATRAM,Reddiarchattram,10.4167,77.8611,2021,7.80,1329,0.00,354,156,82,102,,495,130,41,83,2,1,,,2
W104450078053001,5008,TAMIL NADU,Dindugal,GUZILIAMPARAI,Servaikaranpatti,10.7416,78.1041,2021,7.60,2710,0.00,226,794,67,27,,1130,120,202,115,8,1,,,17
W102023078052401,5009,TAMIL NADU,Dindugal,VADAMADURAI,Siluvathur OW,10.4383,78.0855,2021,8,1200,0.00,336,152,96,15,,345,72,40,115,5,1,,,11
W102734078013701,5010,TAMIL NADU,Dindugal,VADAMADURAI,Sundarapuri,10.4597,78.0272,2021,8.20,1094,0.00,366,128,43,21,,350,40,61,83,12,0.10,,,5
W102419078024301,5011,TAMIL NADU,Dindugal,DINDIGUL,Thamaraipadi,10.4053,78.0453,2021,8,4180,0.00,928,681,240,161,,890,220,83,552,16,0,,,3.00
W103524077313701,5012,TAMIL NADU,Dindugal,THOPPAMAPATTI,Thoppampatti,10.59,77.5269,2021,7.80,2340,0.00,366,553,34,99,,690,78,120,221,14,0.90,,,2
W103200077311501,5013,TAMIL NADU,Dindugal,THOPPAMAPATTI,Thumbalapatti,10.5333,77.5208,2021,8,1291,0.00,549,78,43,50,,425,20,91,92,12,1,,,0
W102130078060001,5014,TAMIL NADU,Dindugal,VADAMADURAI,Vadamadurai,10.4422,78.103,2021,7,2360,0.00,323,418,221,149,,610,144,61,276,4,0,,,2
W102130078060001,5015,TAMIL NADU,Dindugal,SHANARPATTI,Vadamadurai,10.3583,78.1,2021,8,2490,0.00,421,440,154,109,,740,196,61,219,4,0,,,2
W103244078041801,5016,TAMIL NADU,Dindugal,VEDASANDUR,Vaivespuram,10.5458,78.0719,2021,8.00,2270,0.00,281,362,206,231,,660,100,100,216,12,0,,,13
W103150077571001,5017,TAMIL NADU,Dindugal,VEDASANDUR,Vedasandur2,10.5306,77.9528,2021,8,4160,0.00,488,1028,202,5,,1060,68,216,460,13,1,,,5
W122400079463001,5018,TAMIL NADU,Kancheepuram,ARCHARAPAKKAM,Acharapakkam,12.4064,79.8133,2021,8,1020,0.00,384,142,3,1,,390,84,44,37,1,1,,,0.50
W125407080145801,5019,TAMIL NADU,Kancheepuram,ST_THOMAUS_MT,Akkarai,12.902,80.2494,2021,7,853,0.00,256,121,46,57,,310,52,44,54,17,0,,,2
W123353079434501,5020,TAMIL NADU,Kancheepuram,UTHIRAMERUR,Arasanimangalam,12.5689,79.7233,2021,7.10,1150,0.00,299,145,60,70,,380,100,32,64,1,1,,,2
W113530078351001,5021,TAMIL NADU,Kancheepuram,ARCHARAPAKKAM,Athur,12.4064,79.8133,2021,7.20,1422,0.00,323,248,50,40,,450,64,70,99,1,1,,,3.00
W125148080133401,5022,TAMIL NADU,Kancheepuram,ST_THOMAUS_MT,Chemmancheri,12.8633,80.2261,2021,7,764,0.00,92,114,108,34,,190,20,34,69,40,0,,,0
W125626080081501,5023,TAMIL NADU,Kancheepuram,ST_THOMAUS_MT,Chitlapakkam,12.9403,80.1378,2021,7,497,0.00,134,60,16,50,,165,24,26,36,1,0,,,0
W125705080082101,5024,TAMIL NADU,Kancheepuram,ST_THOMAUS_MT,Chrompet,12.95,80.1338,2021,7,1761,0.00,525,312,29,7,,530,76,83,169,4,1,,,1
W121530079543001,5025,TAMIL NADU,Kancheepuram,CHITAMUR,Chunamedu,12.2586,79.9028,2021,7,485,0.00,226,28,2,21,,160,32,19,36,0,0.40,,,0
W125030080040001,5026,TAMIL NADU,Kancheepuram,KATTANKOLATHUR,Guduvancheri,12.8439,80.0622,2021,7,1360,0.00,275,220,10,99,,420,120,29,96,30,1,,,1
