Well ID,S.No,STATE,DISTRICT,BLOCK,LOCATION,LATITUDE,LONGITUDE,pH,EC,CO3,HCO3,Cl,SO4,NO3,PO4,TH,Ca,Mg,Na,K,F,SiO2,TDS,U(ppb)
W113126092431802,1,A&N Islands,South Andaman,PORT BLAIR,Kodiaghat,11.545,92.74583,8.0,349.0,0.0,183.0,25.0,1.0,1.0,,175.0,34.0,22.0,10.0,0.0,1.0,,206.0,5.0
W113616092411001,2,A&N Islands,South Andaman,PORT BLAIR,Sippighat,11.6025,92.73,8.0,660.0,0.0,262.0,82.0,5.0,1.0,,250.0,52.0,29.0,51.0,1.0,0.0,,381.0,6.0
W113640092443301,3,A&N Islands,South Andaman,PORT BLAIR,Brichganj,11.62083,92.73028,7.5,270.0,0.0,116.0,35.0,1.0,0.0,,125.0,4.0,28.0,10.0,1.0,0.0,,151.0,
W114421092422801,4,A&N Islands,South Andaman,FERRARGUNJ,Wimberleyganj,11.7325,92.70861,7.6,311.0,0.0,159.0,39.0,2.0,0.0,,135.0,26.0,17.0,15.0,2.0,0.0,,198.0,0.0
W113955092391801,5,A&N Islands,South Andaman,FERRARGUNJ,Ograbraj,11.66361,92.65806,8.0,2501.0,0.0,512.0,560.0,56.0,5.0,,465.0,56.0,79.0,336.0,18.0,1.0,,1424.0,
W113137092432201,6,A&N Islands,South Andaman,PORT BLAIR,Burmanala,11.55778,92.72917,8.0,264.0,0.0,153.0,35.0,1.0,1.0,,130.0,26.0,16.0,15.0,0.0,1.0,,188.0,3.0
W113227092433001,7,A&N Islands,South Andaman,PORT BLAIR,Calicut,11.6075,92.72556,8.0,535.0,0.0,323.0,28.0,1.0,1.0,,245.0,38.0,36.0,19.0,0.0,0.0,,321.0,0.0
W114348092404801,8,A&N Islands,South Andaman,FERRARGUNJ,Saitankhari,11.71167,92.67111,8.0,440.0,0.0,226.0,39.0,1.0,1.0,,190.0,36.0,24.0,22.0,2.0,1.0,,264.0,1.0
W123020092544201,9,A&N Islands,N&M Andaman,MAYABUNDER,Rangat,12.50611,92.90861,8.0,592.0,0.0,317.0,35.0,1.0,0.0,,265.0,34.0,44.0,15.0,2.0,0.0,,325.0,2.0
W123014092513301,10,A&N Islands,N&M Andaman,MAYABUNDER,Bakultala,12.50417,92.85833,8.0,456.0,0.0,226.0,21.0,5.0,2.0,,205.0,38.0,27.0,14.0,7.0,0.6,,251.0,0.0
W123129092581301,11,A&N Islands,N&M Andaman,MAYABUNDER,Nimbutala,12.49444,92.95417,8.0,531.0,0.0,323.0,25.0,2.0,1.0,,245.0,36.0,38.0,14.0,1.0,1.0,,314.0,1.0
W123030092573801,12,A&N Islands,N&M Andaman,MAYABUNDER,Padmanavapuram,12.60667,92.94917,7.0,506.0,0.0,275.0,32.0,0.0,0.0,,215.0,32.0,33.0,14.0,1.0,1.0,,280.0,
W124940092512801,13,A&N Islands,N&M Andaman,MAYABUNDER,Rest Camp,12.83278,92.85917,8.0,431.0,0.0,220.0,25.0,1.0,1.0,,195.0,20.0,35.0,18.0,1.0,0.4,,234.0,1.0
W113427092395101,14,A&N Islands,South Andaman,PORT BLAIR,Gupta Para,11.55972,92.65861,7.0,147.0,0.0,49.0,25.0,0.0,0.0,,50.0,16.0,2.0,9.0,1.0,0.0,,84.0,1.0
W121001092455601,15,A&N Islands,N&M Andaman,RONGET,Baratang (Nilambur),12.16833,92.76694,8.0,548.0,0.0,293.0,28.0,1.0,1.0,,200.0,26.0,33.0,35.0,1.0,0.0,,303.0,1.0
W121858092472001,16,A&N Islands,N&M Andaman,RONGET,Uttara,12.16139,92.79,8.0,253.0,0.0,122.0,28.0,1.0,1.0,,110.0,22.0,13.0,11.0,2.0,0.0,,153.0,1.0
W122041092464401,17,A&N Islands,N&M Andaman,RONGET,Kadamtala,12.34917,92.77417,7.9,626.0,0.0,342.0,28.0,1.0,1.0,,240.0,26.0,43.0,48.0,1.0,0.0,,356.0,0.0
W122009092455601,18,A&N Islands,N&M Andaman,RONGET,Porlobjig-15,12.49556,92.78111,7.7,349.0,0.0,189.0,25.0,1.0,1.0,,150.0,22.0,23.0,16.0,3.0,0.7,,206.0,0.0
W122724092462501,19,A&N Islands,N&M Andaman,RONGET,Tikadera,12.52278,92.81389,7.0,186.0,0.0,92.0,21.0,0.0,1.0,,80.0,22.0,6.0,9.0,2.0,0.0,,117.0,0.0
W125604092513601,20,A&N Islands,N&M Andaman,MAYABUNDER,Mohanpur,12.95417,92.83556,8.0,579.0,0.0,238.0,60.0,6.0,8.0,,195.0,36.0,26.0,50.0,7.0,0.0,,338.0,
W251045079470001,21,A&N Islands,N&M Andaman,KABRAI,Srinagar,13.13944,92.86806,7.0,387.0,0.0,195.0,21.0,2.0,1.0,,115.0,32.0,9.0,44.0,3.0,0.0,,231.0,
W131024092555501,22,A&N Islands,N&M Andaman,DIGLIPUR,Nabagram,13.15472,92.94833,7.0,278.0,0.0,177.0,21.0,1.0,3.0,,145.0,14.0,27.0,9.0,1.0,0.0,,185.0,1.0
W131351092571902,23,A&N Islands,N&M Andaman,DIGLIPUR,Durgapur,13.27333,93.03194,8.0,475.0,0.0,238.0,35.0,11.0,4.0,,190.0,38.0,23.0,32.0,2.0,0.0,,292.0,4.0
W131708093001101,24,A&N Islands,N&M Andaman,DIGLIPUR,Laxmipur,13.27583,92.96667,7.0,360.0,0.0,134.0,21.0,38.0,2.0,,120.0,28.0,12.0,32.0,5.0,1.0,,221.0,1.0
W131427092592601,25,A&N Islands,N&M Andaman,DIGLIPUR,Subhasgram,13.25222,92.97417,8.0,844.0,0.0,329.0,28.0,86.0,7.0,,355.0,56.0,52.0,42.0,2.0,0.0,,475.0,5.0
W124345092530501,26,A&N Islands,N&M Andaman,MAYABUNDER,Basantipur,12.7575,92.8725,8.0,366.0,0.0,220.0,18.0,2.0,0.0,,175.0,36.0,21.0,14.0,2.0,1.0,,227.0,6.0
W113938092443601,27,A&N Islands,South Andaman,PORT BLAIR,Marina Park,11.67167,92.74667,8.0,378.0,0.0,220.0,25.0,1.0,0.0,,195.0,42.0,22.0,11.0,2.0,0.0,,237.0,2.0
W114231092390001,28,A&N Islands,South Andaman,FERRARGUNJ,Annikat,11.70833,92.65,7.0,412.0,0.0,195.0,35.0,3.0,2.0,,140.0,28.0,17.0,24.0,1.0,1.0,,230.0,3.0
W114016092415501,29,A&N Islands,South Andaman,FERRARGUNJ,Namunagar,11.69028,92.68028,8.0,273.0,0.0,146.0,25.0,2.0,1.0,,120.0,28.0,12.0,12.0,1.0,1.0,,172.0,0.0
W122205092551201,30,A&N Islands,Long Island,RONGET,Long Island,12.36444,92.92333,7.0,533.0,0.0,305.0,25.0,5.0,2.0,,255.0,74.0,17.0,7.0,1.0,1.0,,317.0,2.0
W122200092552201,31,A&N Islands,Long Island,RONGET,Long Island (forest Area),12.36639,92.92333,7.0,878.0,0.0,494.0,32.0,2.0,0.0,,280.0,40.0,44.0,55.0,11.0,1.0,,497.0,1.0
W115913092571701,32,A&N Islands,Havelock,PORT BLAIR,Radhanagar,11.99167,92.95333,8.0,878.0,0.0,458.0,53.0,8.0,1.0,,245.0,48.0,30.0,75.0,8.0,0.0,,504.0,0.0
W123652092555501,33,A&N Islands,N&M Andaman,MAYABUNDER,Swadeshnagar,12.65083,92.89111,7.6,260.0,0.0,146.0,18.0,8.0,0.0,,135.0,18.0,22.0,9.0,1.0,0.0,,165.0,3.0
W114004092441501,34,A&N Islands,South Andaman,PORT BLAIR,Light House,11.66778,92.73778,8.0,858.0,0.0,458.0,50.0,6.0,0.0,,110.0,16.0,17.0,154.0,4.0,0.0,,527.0,5.0
W291530078553001,35,A&N Islands,Neil Island,Gadarpur,Bharatpur,11.83,93.03806,7.0,557.0,0.0,329.0,35.0,3.0,1.0,,245.0,44.0,33.0,21.0,1.0,0.0,,338.0,1.0
W291530078553001,36,A&N Islands,Neil Island,Gadarpur,Bharatpur,11.83611,93.04444,7.0,746.0,0.0,409.0,43.0,11.0,1.0,,300.0,64.0,34.0,40.0,3.0,0.0,,446.0,0.0
W243310081461201,37,A&N Islands,Neil Island,MAUGANJ,Sitapur,11.82,93.05972,8.0,1020.0,0.0,488.0,74.0,4.0,1.0,,330.0,54.0,47.0,50.0,13.0,1.0,,543.0,0.0
W114955093010201,38,A&N Islands,Neil Island,PORT BLAIR,Laxmanpur,11.83194,93.01694,8.0,953.0,0.0,415.0,78.0,24.0,2.0,,295.0,44.0,45.0,60.0,5.0,0.0,,511.0,2.0
W113947092444601,39,A&N Islands,Ross Island,PORT BLAIR,Ross Island,11.675,92.76167,8.0,466.0,0.0,183.0,53.0,19.0,0.0,,210.0,48.0,22.0,12.0,2.0,0.0,,290.0,1.0
W113646092400201,40,A&N Islands,South Andaman,PORT BLAIR,Dhannikhari,11.61556,92.66778,8.0,348.0,0.0,183.0,21.0,2.0,0.0,,160.0,26.0,23.0,11.0,0.0,1.0,,225.0,1.0
W113839092392201,41,A&N Islands,South Andaman,FERRARGUNJ,Port Mout,11.64389,92.65611,8.0,448.0,0.0,226.0,18.0,25.0,0.0,,190.0,38.0,23.0,17.0,1.0,0.0,,287.0,1.0
W114056092381101,42,A&N Islands,South Andaman,FERRARGUNJ,Tushnabad,11.68222,92.63639,8.0,749.0,0.0,262.0,92.0,6.0,6.0,,180.0,48.0,15.0,87.0,8.0,1.0,,437.0,1.0
W105435075551501,43,A&N Islands,South Andaman,THIRUR MUNICIPALITY,Tirur,11.72417,92.61361,7.2,157.0,0.0,61.0,21.0,0.0,0.0,,60.0,18.0,4.0,7.0,1.0,1.0,,104.0,1.0
W114302092391001,44,A&N Islands,South Andaman,FERRARGUNJ,Ferrarganj,11.71694,92.65278,7.5,1016.0,0.0,397.0,96.0,18.0,5.0,,230.0,62.0,18.0,127.0,7.0,0.0,,585.0,1.0
W114320092393901,45,A&N Islands,South Andaman,FERRARGUNJ,Bindraban,11.72167,92.66722,8.0,372.0,0.0,183.0,18.0,4.0,0.0,,135.0,20.0,21.0,16.0,1.0,0.0,,205.0,1.0
W114358092423201,46,A&N Islands,South Andaman,FERRARGUNJ,Knoppuram,11.7325,92.70889,8.0,461.0,0.0,220.0,21.0,40.0,0.0,,175.0,42.0,17.0,29.0,2.0,1.0,,305.0,0.0
W114730092363001,47,A&N Islands,South Andaman,FERRARGUNJ,Mile Tilak,11.79472,92.65556,8.0,391.0,0.0,153.0,21.0,46.0,1.0,,135.0,38.0,10.0,29.0,6.0,0.0,,266.0,2.0
W114011092403601,48,A&N Islands,South Andaman,FERRARGUNJ,Mithakhari,11.01778,92.67306,7.0,223.0,0.0,73.0,35.0,0.0,0.0,,130.0,40.0,7.0,34.0,3.0,0.0,,125.0,1.0
W113444092403501,49,A&N Islands,South Andaman,PORT BLAIR,Nayasahar,11.57889,92.67639,8.0,190.0,0.0,67.0,18.0,10.0,0.0,,70.0,18.0,6.0,12.0,0.0,0.0,,118.0,0.0
W110705076071501,50,A&N Islands,South Andaman,MANJERI MUNICIPALITY,Manjeri,11.5375,92.64722,7.0,609.0,0.0,183.0,78.0,15.0,1.0,,140.0,26.0,18.0,68.0,4.0,0.0,,339.0,1.0
W113551092375801,51,A&N Islands,South Andaman,PORT BLAIR,Mamyo,11.5975,92.63278,8.0,169.0,0.0,67.0,25.0,0.0,0.0,,60.0,16.0,5.0,13.0,0.0,1.0,,112.0,
W113833092433601,52,A&N Islands,South Andaman,PORT BLAIR,Lamba Line,11.645,92.73083,8.0,326.0,0.0,140.0,43.0,2.0,2.0,,110.0,36.0,5.0,29.0,4.0,0.0,,223.0,1.0
W114317092435901,53,A&N Islands,South Andaman,FERRARGUNJ,Mount Harriyat,11.72139,92.73306,7.0,202.0,0.0,67.0,21.0,17.0,1.0,,100.0,22.0,11.0,3.0,1.0,0.0,,121.0,2.0
W122440092454401,54,A&N Islands,N&M Andaman,RONGET,Phooltala Basti,12.41167,92.76222,8.0,499.0,0.0,256.0,43.0,1.0,1.0,,225.0,22.0,41.0,19.0,4.0,0.0,,300.0,1.0
W130955092525301,55,A&N Islands,N&M Andaman,DIGLIPUR,Kishorinagar (Parangara),13.165,92.88167,7.0,157.0,0.0,61.0,18.0,5.0,1.0,,65.0,12.0,9.0,6.0,1.0,0.0,,95.0,1.0
W131850092563301,56,A&N Islands,N&M Andaman,DIGLIPUR,Milangram,13.31417,92.94111,8.0,931.0,0.0,281.0,113.0,61.0,3.0,,345.0,30.0,66.0,55.0,7.0,1.0,,515.0,0.0
W131434093023901,57,A&N Islands,N&M Andaman,DIGLIPUR,Shibpur,13.24306,93.04417,8.0,748.0,0.0,348.0,67.0,0.0,1.0,,260.0,74.0,18.0,63.0,2.0,1.0,,439.0,0.0
W131537093004901,58,A&N Islands,N&M Andaman,DIGLIPUR,Keralapuram,13.26,93.01333,8.0,481.0,0.0,165.0,32.0,47.0,1.0,,125.0,24.0,16.0,44.0,2.0,0.0,,279.0,6.0
W125022092511201,59,A&N Islands,N&M Andaman,MAYABUNDER,Pahalgaon,12.83944,92.85333,8.0,616.0,0.0,299.0,32.0,7.0,1.0,,250.0,22.0,47.0,25.0,2.0,1.0,,340.0,4.0
W124157092525401,60,A&N Islands,N&M Andaman,MAYABUNDER,Joypur,12.69944,92.88139,8.0,516.0,0.0,262.0,14.0,3.0,0.0,,225.0,22.0,41.0,5.0,0.0,0.0,,267.0,1.0
W123720092522201,61,A&N Islands,N&M Andaman,MAYABUNDER,Betapur,12.62583,92.92111,8.0,427.0,0.0,171.0,25.0,37.0,0.0,,175.0,16.0,33.0,13.0,1.0,0.0,,246.0,1.0
W120159092585201,62,A&N Islands,Havelock Island,PORT BLAIR,Havelock Island Jetty,12.04111,92.98083,8.0,1076.0,0.0,299.0,138.0,91.0,5.0,,280.0,80.0,19.0,107.0,8.0,1.0,,645.0,0.0
W120017093001701,63,A&N Islands,Havelock Island,PORT BLAIR,Vijaynagar,12.00528,93.00694,8.0,579.0,0.0,293.0,46.0,4.0,1.0,,235.0,62.0,19.0,32.0,7.0,0.0,,370.0,1.0
W222820086432601,64,A&N Islands,Havelock Island,CHAKULIA,Kalapathar,11.97472,93.00583,7.0,895.0,0.0,439.0,71.0,0.0,1.0,,285.0,78.0,22.0,87.0,3.0,0.0,,530.0,0.0
W120001092583401,65,A&N Islands,Havelock Island,PORT BLAIR,Krishnanagar,12.00028,92.97583,8.0,446.0,0.0,134.0,28.0,63.0,0.0,,195.0,60.0,11.0,3.0,3.0,0.0,,321.0,1.0
W114953093010801,66,A&N Islands,Neil Island,PORT BLAIR,Pearl Park Resort,11.84583,92.015,8.0,673.0,0.0,293.0,74.0,21.0,1.0,,240.0,64.0,19.0,49.0,2.0,0.0,,436.0,0.0
W114909093023001,67,A&N Islands,Neil Island,PORT BLAIR,Ramnagar,13.31417,92.94111,8.0,593.0,0.0,244.0,50.0,10.0,0.0,,240.0,54.0,26.0,23.0,3.0,1.0,,333.0,4.0
W175430082071501,68,Andhra Pradesh,Visakhapatnam,GUDEM KOTHAVEEDI,Dharakonda,17.9083,82.1208,7.0,410.0,0.0,171.0,25.0,8.0,41.0,,180.0,38.0,21.0,13.0,2.0,0.0,,,
W175300083260001,69,Andhra Pradesh,Visakhapatnam,BHEEMUNIPATNAM,Bhimunipatnam-1,17.8833,83.4333,7.0,760.0,0.0,189.0,82.0,20.0,97.0,,195.0,50.0,17.0,71.0,22.0,0.0,,,
W175300083260002,70,Andhra Pradesh,Visakhapatnam,BHEEMUNIPATNAM,Bhimunipatnam-2,17.8833,83.4333,7.0,2650.0,0.0,695.0,298.0,160.0,186.0,,780.0,184.0,78.0,164.0,140.0,1.0,,,
W172255082461501,71,Andhra Pradesh,Visakhapatnam,NAKKALLI,Gurrajupeta,17.3819,82.7708,7.0,2750.0,0.0,708.0,397.0,143.0,120.0,,780.0,200.0,68.0,274.0,26.0,1.0,,,
W173030082400002,72,Andhra Pradesh,Visakhapatnam,KOTAURATLA,Purshotta Puram,17.5083,82.6667,8.0,1400.0,0.0,549.0,99.0,70.0,55.0,,310.0,64.0,36.0,175.0,11.0,2.0,,,
W174536082330201,73,Andhra Pradesh,Visakhapatnam,KOYYURU,Pata K.d.peta,17.6708,82.3625,8.0,1150.0,0.0,476.0,71.0,45.0,53.0,,390.0,104.0,32.0,62.0,23.0,1.0,,,
W172730082510001,74,Andhra Pradesh,Visakhapatnam,S.RAYAVARAM,Rayavaram,17.4583,82.85,8.0,2140.0,0.0,610.0,298.0,80.0,23.0,,580.0,56.0,107.0,219.0,8.0,1.0,,,
W175904083282801,75,Andhra Pradesh,Visakhapatnam,VISAKHAPATNAM(U),Lawson's Bay,17.7306,83.3433,7.0,2740.0,0.0,952.0,269.0,135.0,24.0,,540.0,56.0,97.0,334.0,68.0,1.0,,,
W174929083162601,76,Andhra Pradesh,Visakhapatnam,VISAKHAPATNAM(U),Kancherapalem (Govt. Polytech,17.7342,83.28,8.0,1140.0,0.0,451.0,78.0,70.0,24.0,,320.0,48.0,49.0,117.0,0.0,1.0,,,
W170640082154501,77,Andhra Pradesh,Visakhapatnam,VISAKHAPATNAM(U),Pithapuram,17.7153,83.3319,7.0,690.0,0.0,214.0,71.0,35.0,18.0,,205.0,42.0,24.0,60.0,0.0,0.0,,,
W175407083145101,78,Andhra Pradesh,Visakhapatnam,VISAKHAPATNAM(U),Gopalpatnam PZ,17.7617,83.2203,8.0,800.0,0.0,281.0,71.0,36.0,17.0,,250.0,46.0,33.0,64.0,2.0,1.0,,,
W180421083274601,79,Andhra Pradesh,Visakhapatnam,VISAKHAPATNAM(U),Anandapuram PZ,17.8919,83.3711,7.0,350.0,0.0,165.0,14.0,13.0,5.0,,105.0,28.0,9.0,23.0,16.0,0.0,,,
W174914083182001,80,Andhra Pradesh,Visakhapatnam,VISAKHAPATNAM(U),Akkireddipalem PZ,17.7092,83.2072,7.0,780.0,0.0,360.0,35.0,35.0,5.0,,205.0,36.0,28.0,85.0,1.0,1.0,,,
W175353082592001,81,Andhra Pradesh,Visakhapatnam,BUCHCHAYYAPETA,L.Singavaram,17.8139,82.8167,7.0,950.0,0.0,464.0,35.0,29.0,3.0,,305.0,54.0,41.0,78.0,1.0,1.0,,,
W180441082255101,82,Andhra Pradesh,Visakhapatnam,PENDURTI,Bandavaripalem X road,17.7147,82.5906,8.0,1630.0,0.0,366.0,142.0,281.0,30.0,,560.0,64.0,97.0,98.0,30.0,1.0,,,
W175014082404101,83,Andhra Pradesh,Visakhapatnam,GOLUGONDA,Naganna Dorapalem,17.7014,82.4792,7.0,850.0,0.0,476.0,11.0,18.0,4.0,,275.0,56.0,33.0,69.0,5.0,1.0,,,
W270611093414001,84,Arunachal Pradesh,PAPUMPARE,Doimukh,Naharlagun I,27.1,93.69,8.0,367.3,0.0,104.0,32.0,15.0,40.0,,155.0,16.0,27.9,14.0,6.0,0.0,,197.5,
W272730096063001,85,Arunachal Pradesh,Changlang,Miao circle,Namphai,27.446084,96.10863,8.0,114.7,0.0,73.0,4.0,2.0,5.0,,75.0,6.0,15.0,1.3,0.0,0.0,,61.1,
W272500096024501,86,Arunachal Pradesh,Changlang,Miao circle,Namchik,27.414577,95.971986,8.0,122.0,0.0,61.0,14.18,10.0,6.0,,70.0,12.0,9.7,3.0,1.6,0.0,,65.0,
W275818095452601,87,Arunachal Pradesh,Lower Dibang valley,Roing,Kangklong,27.97171,95.75741,8.0,207.9,0.0,67.0,11.0,14.9,14.0,,45.0,16.0,1.0,14.0,9.0,0.0,,109.1,
W271200095313001,88,Arunachal Pradesh,Tirap,Khonsa circle,Deomali,27.196588,95.462758,7.0,146.4,0.0,43.0,18.0,14.0,4.0,,65.0,8.0,11.0,7.0,3.0,0.0,,77.5,
W274000095523001,89,Arunachal Pradesh,Lohit,Namsai circle,Lathow,27.73948,95.909805,7.0,47.0,0.0,55.0,11.0,3.0,0.0,,30.0,10.0,1.0,16.0,2.0,0.0,,25.0,
W270100095280001,90,Arunachal Pradesh,Tirap,Khonsa circle,Borduria,27.115189,95.413139,7.0,44.2,0.0,24.0,18.0,3.0,1.0,,45.0,6.0,7.0,2.0,0.0,0.0,,23.0,
W270030095280001,91,Arunachal Pradesh,Tirap,Khonsa circle,Hukanjuri,27.125802,95.437686,7.0,112.4,0.0,67.0,60.0,8.0,14.0,,155.0,6.0,34.0,7.0,4.0,0.0,,60.0,
W261210093062301,92,Assam,East Kaarbi-Anglong,Raha,Swarghati,26.2027778,93.10638889,9.0,337.9,12.0,238.0,28.36,0.0,13.0,,185.0,48.0,16.0,19.0,13.9,0.7,,196.6,
W261113092440601,93,Assam,Nagaon,Kathiatoli,Kathiatoli,26.1880556,92.70277778,9.0,505.4,9.0,232.0,77.99,45.0,13.0,,205.0,46.0,22.0,48.6,23.0,1.0,,297.2,
W261418091443401,94,Assam,Kamrup Metro,NorthGuwahati,Dirgheswari,26.2388889,91.73994444,9.0,369.7,15.0,244.2,53.0,19.0,0.0,,205.0,34.0,29.0,37.8,8.0,1.8,,197.8,
W260101093225401,95,Assam,Karbi Anglong,Bokajan,Terangaon,26.0225,93.38177778,8.7,246.0,6.0,195.0,14.18,8.0,0.0,,145.0,44.0,8.0,12.0,35.0,1.0,,142.5,
W261210093080001,96,Assam,East Kaarbi-Anglong,Howraghat,Langhing,26.2027778,93.13333333,8.7,249.1,6.0,140.0,28.36,11.0,31.0,,120.0,32.0,10.0,28.0,3.9,1.0,,144.2,
W254600093103001,97,Assam,Nagaon,Lanka,Lumding,25.758808,93.17457,9.0,540.2,21.0,275.0,39.0,26.0,18.0,,220.0,44.0,27.0,45.0,10.0,1.0,,311.4,
W261229093035601,98,Assam,East Kaarbi-Anglong,Samelangso,Dokmoka,26.2083333,93.06555556,9.0,197.8,12.0,153.0,11.0,8.0,23.0,,110.0,36.0,5.0,25.0,5.0,1.0,,114.8,
W230530080300001,99,Assam,East Kaarbi-Anglong,Howraghat,Manikpur,26.2497222,93.14638889,9.0,474.3,15.0,293.0,49.63,10.0,11.0,,140.0,26.0,18.0,65.7,38.0,1.0,,276.4,
W261453091412401,100,Assam,Kamrup,Bejera,Dhobartari,26.2481944,91.69025,9.0,449.5,12.0,238.0,155.98,12.0,0.5,,175.0,52.0,10.9,79.0,48.6,1.1,,240.8,
W262406092483001,101,Assam,Nagaon,Samulguri,Pahukata,26.4019444,92.80916667,9.0,728.1,21.0,446.0,89.0,22.0,0.0,,330.0,56.0,46.0,49.0,51.0,1.0,,423.5,
W261800092470001,102,Assam,Nagaon,Brahmpur,Bamuni Tinali,26.2952778,92.7925,9.0,312.1,6.0,153.0,39.0,20.0,0.0,,105.0,30.0,7.0,22.0,33.8,1.0,,182.1,
W262500092370001,103,Assam,Nagaon,Nagaon,Telia bebejia,26.4411111,92.64,9.0,286.6,12.0,177.0,25.0,12.0,0.0,,130.0,36.0,10.0,25.0,11.0,1.0,,165.0,
W260418092123701,104,Assam,Morigaon,Mayong,Silsang Namghar,26.1216667,92.3508333,9.0,214.5,3.0,92.0,25.0,11.0,0.0,,120.0,28.0,12.0,2.0,8.0,1.0,,121.1,
W261015091350501,105,Assam,Kamrup,Hajo,Sualkuchi,26.1674444,91.57083333,9.0,1143.0,18.0,543.0,145.35,4.8,2.0,,430.0,72.0,61.0,96.0,73.0,1.0,,607.0,
W261056093084901,106,Assam,East Kaarbi-Anglong,Howraghat,Phuloni,26.1708333,93.13666667,9.0,500.2,12.0,324.0,53.0,30.0,5.0,,255.0,48.0,33.0,44.0,14.6,1.0,,297.5,
W263532092560401,107,Assam,Nagaon,Kaliabor,Silghat,26.6069444,92.92916667,8.0,410.4,15.0,281.0,28.36,21.0,14.0,,225.0,52.0,23.0,29.0,11.0,1.0,,240.1,
W255639091070501,108,Assam,Goalpara,Rongjuli,Rajapara,25.9458333,91.11333333,8.0,348.1,6.0,269.0,18.0,1.0,1.0,,105.0,26.0,9.7,52.0,52.3,2.3,,185.0,
W255739093291801,109,Assam,Karbi Anglong,Bokajan,Amlokhi,25.9538889,93.48861111,8.0,1058.0,6.0,659.0,138.0,19.0,1.0,,255.0,32.0,42.0,177.0,43.8,1.0,,629.7,
W255447092574201,110,Assam,Nagaon,Lanka,Lanka,26.1880556,92.73611111,8.0,111.2,9.0,208.0,113.44,5.0,0.0,,230.0,24.0,41.0,55.0,1.0,0.0,,64.0,
W262900092293002,111,Assam,Nagaon,Kathiatoli,Bichamari,26.4013889,92.46,8.0,428.1,15.0,214.0,39.0,15.0,20.0,,200.0,54.0,16.0,28.0,3.0,1.0,,245.8,
W261521092134601,112,Assam,Morigaon,Bhurbandha,Garmari Gaon,26.2630556,92.22361111,8.0,468.9,21.0,360.0,18.0,0.0,2.0,,270.0,92.0,10.0,9.2,28.0,1.0,,270.8,
W255424093393901,113,Assam,Karbi Anglong,Bokajan,Lahorijan,25.9069444,93.66138889,8.0,670.8,9.0,232.0,110.0,13.0,36.0,,250.0,50.0,30.0,86.0,8.0,0.5,,393.6,
W255900092554401,114,Assam,Nagaon,Dhalpukhri,Jurapukhuri,25.9652778,92.94361111,8.0,493.5,9.0,195.0,25.0,17.0,7.0,,150.0,44.0,10.0,27.0,7.0,1.0,,284.6,
W263400092514301,115,Assam,Nagaon,Kaliabor,Dalapani,26.5672222,92.86222222,8.0,545.7,21.0,336.0,46.0,21.0,0.0,,270.0,66.0,25.0,27.0,21.0,1.0,,318.0,
W255817090570901,116,Assam,Goalpara,Rongjuli,Sarapara,25.9713889,90.9525,8.0,273.1,9.0,226.0,28.36,3.0,0.0,,100.0,24.0,9.7,55.0,32.0,1.6,,147.0,
W262356092135501,117,Assam,Morigaon,Lahorighat,Barukati,26.4,92.2319444,8.0,369.1,9.0,201.0,28.36,9.0,0.2,,190.0,18.0,35.0,10.0,3.0,1.0,,213.2,
W261723091424301,118,Assam,Kamrup,Bejera,Dora Kahara,26.2898889,91.71211111,8.0,469.7,9.0,238.0,209.0,3.0,1.0,,240.0,38.0,35.0,72.0,47.0,1.0,,266.5,
W272830095220001,119,Assam,Tinsukia,Guijan,Tinsukia,27.484937,95.351924,8.0,768.1,9.0,147.0,96.0,26.0,41.0,,230.0,32.0,36.0,50.0,19.0,0.0,,411.1,
W261136092144301,120,Assam,Morigaon,Morigaon,Kumoi,26.1936111,92.2452778,8.0,413.7,6.0,140.0,39.0,11.0,0.0,,135.0,22.0,19.0,21.0,4.0,1.4,,240.5,
W261615091131401,121,Assam,Nalbari,Barkhetri,Daulasal,26.2709722,91.22075,8.0,626.8,18.0,250.3,205.61,15.0,0.0,,270.0,78.0,18.0,80.0,39.0,1.0,,330.9,
W274510095082001,122,Assam,DHEMAJI,Murkongselek,Bijoypur,27.7803889,95.16677778,8.0,438.2,9.0,220.0,39.0,23.0,17.0,,185.0,36.0,23.0,30.0,11.0,1.0,,233.1,
W261136092144301,123,Assam,Morigaon,Morigaon,Kumoi,26.1936111,92.24527778,8.0,772.9,12.0,287.0,170.16,15.0,0.0,,265.0,72.0,20.6,112.0,6.0,1.1,,455.9,
W261529092184201,124,Assam,Morigaon,Morigaon,Basanaghat,26.2580556,92.3116667,8.0,270.6,9.0,98.0,32.0,14.0,0.0,,120.0,28.0,12.0,6.0,7.5,1.0,,155.3,
W272935095153601,125,Assam,Tinsukia,Guijan,Panitola,27.49542,95.254476,8.0,369.5,12.0,201.0,18.0,13.0,4.0,,150.0,26.0,21.0,20.0,17.0,0.0,,196.1,
W245247092530501,126,Assam,Cachar,Borkhola,Moinarbond,24.8533611,92.83588889,8.0,338.5,9.0,183.0,117.0,6.0,1.0,,170.0,38.0,18.0,56.0,13.0,1.0,,178.7,
W261427092154901,127,Assam,Morigaon,Bhurbandha,Pamibaghara,26.240898,92.26362,8.0,183.7,9.0,79.0,32.0,8.6,0.0,,95.0,22.0,9.7,11.0,3.9,1.0,,106.4,
